feature_id,water,wet,bs,pv,npv,pc_missing,date
r1dwn6jx3,0.0575539568345323,0.1223021582733813,0.157841726618705,0.4655395683453238,0.1883453237410071,0.0,1986-08-15T23:55:34Z
r1dwn6jx3,0.8235294117647058,0.1764705882352941,0.0,0.0,0.0,0.7553956834532374,1987-05-30T23:58:10Z
r1dwn6jx3,0.0503597122302158,0.079136690647482,0.2079856115107914,0.4396402877697841,0.2148201438848921,0.0,1987-09-20T00:00:55Z
r1dwn6jx3,0.2307692307692307,0.6307692307692307,0.0546153846153846,0.0473846153846153,0.0355384615384615,0.5323741007194245,1987-10-06T00:01:15Z
r1dwn6jx3,0.014388489208633,0.014388489208633,0.2448920863309352,0.3997841726618705,0.3164748201438848,0.0,1987-11-07T00:01:51Z
r1dwn6jx3,0.063063063063063,0.1621621621621621,0.2441441441441441,0.247027027027027,0.2765765765765766,0.2014388489208632,1987-11-23T00:02:10Z
r1dwn6jx3,0.0,0.0,0.0,0.0684210526315789,0.9242105263157894,0.8633093525179856,1987-12-25T00:02:39Z
r1dwn6jx3,0.0071942446043165,0.0,0.2815827338129496,0.361726618705036,0.3377697841726619,0.0,1988-01-10T00:02:55Z
r1dwn6jx3,0.0,0.0,0.3906474820143885,0.3728776978417266,0.2258273381294964,0.0,1988-01-26T00:03:13Z
r1dwn6jx3,0.0,0.0071942446043165,0.2892086330935252,0.4101438848920863,0.2828776978417265,0.0,1988-02-11T00:03:31Z
r1dwn6jx3,0.0072992700729927,0.072992700729927,0.1997810218978102,0.4332846715328467,0.2768613138686131,0.0143884892086331,1988-05-17T00:04:21Z
r1dwn6jx3,0.0431654676258992,0.0575539568345323,0.2379856115107913,0.4564028776978417,0.1958273381294964,0.0,1988-06-02T00:04:27Z
r1dwn6jx3,0.014388489208633,0.0863309352517985,0.1924460431654676,0.4812230215827337,0.2166906474820144,0.0,1988-08-05T00:04:41Z
r1dwn6jx3,0.014388489208633,0.0359712230215827,0.2371223021582733,0.5043165467625899,0.1972661870503597,0.0,1988-08-21T00:04:42Z
r1dwn6jx3,0.0215827338129496,0.0359712230215827,0.2650359712230216,0.4696402877697841,0.1980575539568345,0.0,1988-09-06T00:04:45Z
r1dwn6jx3,0.0145985401459854,0.0218978102189781,0.3469343065693431,0.4605839416058394,0.1484671532846715,0.0143884892086331,1988-09-22T00:04:40Z
r1dwn6jx3,0.0215827338129496,0.0287769784172661,0.2650359712230216,0.4497841726618705,0.2251079136690647,0.0,1988-10-08T00:04:35Z
r1dwn6jx3,0.064516129032258,0.1505376344086021,0.2473118279569892,0.3097849462365591,0.2196774193548387,0.3309352517985612,1988-10-24T00:04:30Z
r1dwn6jx3,0.0530973451327433,0.0088495575221238,0.2321238938053097,0.3114159292035398,0.3871681415929203,0.1870503597122301,1988-11-09T00:04:33Z
r1dwn6jx3,0.0071942446043165,0.0071942446043165,0.2751079136690647,0.3242446043165468,0.3756115107913669,0.0,1989-01-28T00:03:56Z
r1dwn6jx3,0.0071942446043165,0.0071942446043165,0.2932374100719425,0.3144604316546762,0.367410071942446,0.0,1989-03-01T00:03:44Z
r1dwn6jx3,0.0071942446043165,0.0071942446043165,0.3556115107913669,0.3364028776978417,0.2830215827338129,0.0,1989-03-17T00:03:06Z
r1dwn6jx3,0.014388489208633,0.0071942446043165,0.2646043165467626,0.3507194244604316,0.3517985611510791,0.0,1989-04-02T00:02:59Z
r1dwn6jx3,0.0359712230215827,0.0863309352517985,0.206978417266187,0.4499999999999999,0.2116546762589928,0.0,1989-05-20T00:02:22Z
r1dwn6jx3,0.0287769784172661,0.014388489208633,0.263093525179856,0.3753237410071942,0.308273381294964,0.0,1989-11-11T23:58:18Z
r1dwn6jx3,0.0215827338129496,0.0071942446043165,0.2251798561151079,0.3492086330935252,0.3865467625899281,0.0,1989-11-27T23:57:54Z
r1dwn6jx3,0.0287769784172661,0.0071942446043165,0.2402877697841727,0.3397841726618705,0.3729496402877698,0.0,1989-12-29T23:56:58Z
r1dwn6jx3,,,,,,1.0,1990-04-04T23:53:59Z
r1dwn6jx3,,,,,,1.0,1990-05-06T23:54:08Z
r1dwn6jx3,0.0215827338129496,0.079136690647482,0.2156115107913669,0.3982014388489209,0.2766187050359712,0.0,1990-06-07T23:54:08Z
r1dwn6jx3,0.0431654676258992,0.0863309352517985,0.2009352517985611,0.4366906474820144,0.2237410071942446,0.0,1990-07-09T23:54:05Z
r1dwn6jx3,0.0719424460431654,0.1942446043165467,0.1384892086330935,0.4045323741007194,0.1828057553956834,0.0,1990-07-25T23:54:01Z
r1dwn6jx3,,,,,,1.0,1990-08-26T23:53:51Z
r1dwn6jx3,,,,,,1.0,1990-09-27T23:53:39Z
r1dwn6jx3,0.0431654676258992,0.0071942446043165,0.2598561151079137,0.3388489208633093,0.3412230215827338,0.0,1990-11-14T23:53:26Z
r1dwn6jx3,,,,,,1.0,1990-12-16T23:53:24Z
r1dwn6jx3,,,,,,1.0,1991-01-17T23:54:17Z
r1dwn6jx3,0.0,0.0071942446043165,0.2976258992805756,0.3065467625899281,0.377410071942446,0.0,1991-02-02T23:54:29Z
r1dwn6jx3,0.0,0.0227272727272727,0.33,0.2322727272727273,0.4031818181818181,0.6834532374100719,1991-02-18T23:54:51Z
r1dwn6jx3,0.0,0.0071942446043165,0.266115107913669,0.3101438848920863,0.4063309352517985,0.0,1991-03-06T23:55:08Z
r1dwn6jx3,0.014388489208633,0.0,0.2538848920863309,0.3336690647482014,0.3861870503597122,0.0,1991-03-22T23:55:31Z
r1dwn6jx3,0.014388489208633,0.0215827338129496,0.2632374100719424,0.3235251798561151,0.3659712230215827,0.0,1991-04-07T23:55:44Z
r1dwn6jx3,,,,,,1.0,1991-04-23T23:55:59Z
r1dwn6jx3,,,,,,1.0,1991-05-09T23:56:18Z
r1dwn6jx3,0.075187969924812,0.3984962406015037,0.243157894736842,0.2119548872180451,0.0694736842105263,0.0431654676258992,1991-06-10T23:56:45Z
r1dwn6jx3,0.0071942446043165,0.1366906474820144,0.1454676258992805,0.5225179856115107,0.1829496402877697,0.0,1991-07-12T23:57:11Z
r1dwn6jx3,0.0,1.0,0.0,0.0,0.0,0.9856115107913668,1991-07-28T23:57:26Z
r1dwn6jx3,0.0215827338129496,0.0719424460431654,0.2101438848920863,0.4961151079136691,0.1920143884892086,0.0,1991-08-13T23:57:28Z
r1dwn6jx3,0.0,1.0,0.0,0.0,0.0,0.3525179856115108,1991-08-29T23:57:37Z
r1dwn6jx3,,,,,,1.0,1991-09-30T23:57:56Z
r1dwn6jx3,,,,,,1.0,1991-11-01T23:58:06Z
r1dwn6jx3,,,,,,1.0,1991-11-17T23:58:09Z
r1dwn6jx3,0.099009900990099,0.0297029702970297,0.1476237623762376,0.2326732673267326,0.4865346534653465,0.2733812949640287,1991-12-03T23:58:24Z
r1dwn6jx3,0.0,0.0,0.2729496402877697,0.3120143884892086,0.4043165467625899,0.0,1992-01-04T23:58:13Z
