feature_id,year,date,count,water_max,wet_max,bs_max,pv_max,npv_max,npv+pv+wet_max,pv+wet_max,water+wet_max,water_min,wet_min,bs_min,pv_min,npv_min,npv+pv+wet_min,pv+wet_min,water+wet_min,water_mean,wet_mean,bs_mean,pv_mean,npv_mean,npv+pv+wet_mean,pv+wet_mean,water+wet_mean,water_median,wet_median,bs_median,pv_median,npv_median,npv+pv+wet_median,pv+wet_median,water+wet_median
r1wm1z1wu,1998,1998-01-01,365,0.9299,0.0327,0.0262,0.0254,0.0313,0.0765,0.0524,0.9607,0.9058,0.0123,0.0066,0.0143,0.0149,0.0614,0.0377,0.9183,0.9227,0.0272,0.0098,0.0188,0.0209,0.0669,0.046,0.9499,0.9241,0.0274,0.0089,0.019,0.0205,0.0666,0.0466,0.9518
r1wm1z1wu,1999,1999-01-01,365,0.9415,0.0412,0.0115,0.0232,0.0233,0.0791,0.062,0.9757,0.9149,0.0198,0.0016,0.013,0.0089,0.0516,0.0366,0.9449,0.923,0.0297,0.0083,0.0199,0.0185,0.0681,0.0496,0.9527,0.9224,0.0293,0.0083,0.0199,0.0183,0.0681,0.0489,0.9522
r1wm1z1wu,2000,2000-01-01,366,0.931,0.0366,0.0123,0.0244,0.0239,0.0764,0.0567,0.9607,0.917,0.0235,0.0048,0.0168,0.0144,0.0633,0.0442,0.943,0.923,0.0291,0.0078,0.0206,0.0187,0.0685,0.0497,0.9522,0.9228,0.0288,0.0074,0.0215,0.0187,0.0682,0.0499,0.952
r1wm1z1wu,2001,2001-01-01,365,0.933,0.0732,0.0317,0.0276,0.0226,0.1169,0.0983,0.9665,0.851,0.02,0.0059,0.0141,0.0116,0.0592,0.0373,0.9242,0.9226,0.0315,0.0087,0.0195,0.017,0.0681,0.0511,0.9541,0.9249,0.0315,0.0081,0.0188,0.0171,0.0663,0.0499,0.9546
r1wm1z1wu,2002,2002-01-01,365,0.9546,0.0385,0.0203,0.028,0.0392,0.0755,0.0597,0.9611,0.9045,0.0056,0.0048,0.0168,0.0125,0.0401,0.0227,0.9218,0.9192,0.0239,0.0117,0.0204,0.024,0.0683,0.0443,0.9432,0.92,0.0234,0.0112,0.0198,0.0247,0.0685,0.0455,0.941
r1wm1z1wu,2003,2003-01-01,365,0.9392,0.0428,0.0164,0.0299,0.0309,0.0792,0.0559,0.9723,0.9072,0.0108,0.0017,0.0113,0.0145,0.0525,0.0355,0.9284,0.9155,0.0244,0.0097,0.0243,0.0253,0.074,0.0487,0.9399,0.9145,0.0236,0.0102,0.0258,0.027,0.0757,0.0486,0.9376
r1wm1z1wu,2004,2004-01-01,366,0.938,0.0397,0.0447,0.0285,0.1322,0.1678,0.0608,0.9549,0.7874,0.0071,0.0053,0.0194,0.0162,0.056,0.0357,0.7945,0.9115,0.0252,0.0108,0.0241,0.0277,0.077,0.0493,0.9367,0.9139,0.0241,0.0109,0.0242,0.025,0.0765,0.0485,0.9404
r1wm1z1wu,2005,2005-01-01,365,0.9256,0.0354,0.0236,0.0324,0.038,0.0878,0.0597,0.9522,0.8876,0.015,0.0067,0.022,0.0155,0.0658,0.0384,0.905,0.9121,0.025,0.0115,0.026,0.0246,0.0756,0.051,0.9371,0.9136,0.0257,0.0117,0.0251,0.0259,0.0745,0.0524,0.9363
r1wm1z1wu,2006,2006-01-01,365,0.9536,0.0575,0.0697,0.0292,0.0343,0.105,0.0848,0.9596,0.8249,0.006,0.005,0.0133,0.0148,0.0408,0.0231,0.8825,0.9129,0.0261,0.0121,0.024,0.0242,0.0743,0.0501,0.939,0.9139,0.026,0.0105,0.0241,0.0241,0.074,0.0502,0.9403
r1wm1z1wu,2007,2007-01-01,365,0.9296,0.0335,0.0122,0.0312,0.0297,0.0776,0.0548,0.9592,0.9099,0.0176,0.0066,0.0167,0.0165,0.0613,0.0374,0.9296,0.9207,0.0227,0.0096,0.023,0.0233,0.069,0.0457,0.9433,0.921,0.0215,0.0098,0.0235,0.0235,0.0688,0.0449,0.9421
r1wm1z1wu,2008,2008-01-01,366,0.9304,0.0327,0.0366,0.0263,0.0339,0.0803,0.0576,0.9486,0.8968,0.0089,0.0045,0.018,0.0207,0.058,0.0321,0.9057,0.919,0.0219,0.0129,0.022,0.0236,0.0674,0.0438,0.9408,0.9196,0.021,0.0126,0.0222,0.0224,0.0668,0.0424,0.9441
r1wm1z1wu,2009,2009-01-01,365,0.9237,0.0339,0.0156,0.0277,0.0312,0.0783,0.0517,0.9549,0.9053,0.0158,0.0073,0.0176,0.0181,0.0677,0.0389,0.931,0.9164,0.0223,0.0109,0.024,0.0256,0.0719,0.0463,0.9387,0.9161,0.0216,0.0108,0.0241,0.0263,0.0718,0.0465,0.9368
r1wm1z1wu,2010,2010-01-01,365,0.9253,0.0389,0.018,0.045,0.0412,0.1239,0.0834,0.9557,0.8602,0.0181,0.0069,0.0213,0.0149,0.0647,0.0484,0.8979,0.9089,0.0264,0.0118,0.0273,0.0248,0.0785,0.0537,0.9353,0.9108,0.025,0.0115,0.026,0.0242,0.0745,0.0514,0.9351
r1wm1z1wu,2011,2011-01-01,365,0.931,0.4411,0.0148,0.0443,0.0376,0.4816,0.4649,0.9561,0.5116,0.0169,0.0061,0.0212,0.015,0.0589,0.0398,0.9027,0.8954,0.0385,0.0119,0.0252,0.0281,0.0918,0.0637,0.9339,0.9135,0.0185,0.0119,0.0241,0.0274,0.0722,0.0432,0.9366
r1wm1z1wu,2012,2012-01-01,366,0.9224,0.0347,0.0098,0.0233,0.0243,0.0721,0.056,0.9572,0.9219,0.0201,0.0048,0.0213,0.0161,0.0676,0.0434,0.9419,0.9222,0.0274,0.0073,0.0223,0.0202,0.0699,0.0497,0.9496,0.9222,0.0274,0.0073,0.0223,0.0202,0.0699,0.0497,0.9496
r1wm1z1wu,2013,2013-01-01,365,0.9303,0.0381,0.0125,0.0245,0.0328,0.078,0.059,0.9638,0.9117,0.0166,0.0036,0.0167,0.0132,0.0634,0.039,0.9323,0.9223,0.0283,0.0065,0.0215,0.0206,0.0704,0.0499,0.9507,0.9226,0.0296,0.0061,0.0213,0.0182,0.0701,0.0498,0.9539
r1wm1z1wu,2014,2014-01-01,365,0.9295,0.047,0.0195,0.0289,0.0405,0.0894,0.0624,0.9688,0.902,0.0117,0.0037,0.0154,0.0096,0.0623,0.0357,0.9219,0.9186,0.029,0.0075,0.0229,0.0212,0.0731,0.0519,0.9476,0.9207,0.03,0.0071,0.0238,0.0183,0.0729,0.0538,0.9502
r1wm1z1wu,2015,2015-01-01,365,0.9277,0.0505,0.0128,0.0299,0.0431,0.0817,0.0604,0.978,0.9079,0.0122,0.0024,0.0099,0.0093,0.0587,0.0334,0.9206,0.9179,0.0236,0.0077,0.0246,0.0254,0.0735,0.0482,0.9414,0.918,0.0224,0.0081,0.0252,0.0229,0.0737,0.049,0.9423
r1wm1z1wu,2016,2016-01-01,366,0.9237,0.0389,0.0125,0.0395,0.0393,0.1016,0.0671,0.9522,0.8844,0.0158,0.0046,0.0225,0.0154,0.0704,0.0448,0.9072,0.9114,0.0265,0.0081,0.0284,0.0246,0.0795,0.0549,0.9379,0.9161,0.0268,0.0077,0.0274,0.0228,0.0767,0.0544,0.944
r1wm1z1wu,2017,2017-01-01,365,0.9129,0.0651,0.0122,0.0358,0.0441,0.0888,0.0751,0.978,0.8995,0.0117,0.0031,0.01,0.0085,0.0779,0.0405,0.9145,0.9083,0.0286,0.0082,0.0277,0.0262,0.0825,0.0563,0.9369,0.9089,0.0258,0.0081,0.0293,0.024,0.0822,0.0573,0.9349
r1wm1z1wu,2018,2018-01-01,365,0.9358,0.0424,0.0137,0.0356,0.0447,0.0871,0.0691,0.9607,0.901,0.0127,0.0045,0.0222,0.012,0.0591,0.0411,0.9153,0.9092,0.0258,0.009,0.0284,0.0266,0.0808,0.0542,0.935,0.9082,0.0255,0.009,0.0284,0.0222,0.082,0.0535,0.9354
r1wm1z1wu,2019,2019-01-01,365,0.9143,0.0343,0.0137,0.0374,0.0466,0.0963,0.064,0.9426,0.8886,0.0116,0.0085,0.0269,0.0208,0.0761,0.0401,0.9046,0.9048,0.021,0.0108,0.0316,0.0306,0.0832,0.0526,0.9258,0.9068,0.0216,0.0109,0.0315,0.0264,0.0814,0.0536,0.9288
r1wm1z1wu,2020,2020-01-01,366,0.9079,0.0324,0.0152,0.0412,0.0553,0.1006,0.0674,0.938,0.8837,0.0143,0.0049,0.0241,0.0258,0.0778,0.0385,0.8995,0.8997,0.02,0.0122,0.0312,0.0357,0.087,0.0513,0.9197,0.9019,0.0192,0.0127,0.0296,0.0335,0.0849,0.0492,0.9206
r1wm1z1wu,2021,2021-01-01,365,0.9095,0.0312,0.0549,0.0558,0.0938,0.1599,0.0661,0.9326,0.7865,0.01,0.0094,0.0289,0.0261,0.0781,0.0505,0.7968,0.8821,0.0191,0.0162,0.039,0.0421,0.1002,0.0581,0.9012,0.8892,0.0187,0.0132,0.0375,0.0387,0.0976,0.0581,0.909
r1wm1z1wu,2022,2022-01-01,365,0.9534,0.2423,0.2922,0.4714,0.6545,0.8546,0.6131,0.9888,0.0,0.0,0.0021,0.0051,0.0038,0.0434,0.0385,0.0,0.2725,0.0266,0.1587,0.1774,0.3551,0.5591,0.204,0.2991,0.0008,0.0026,0.1883,0.1313,0.4341,0.7172,0.1565,0.003
r1wm1z1wu,2023,2023-01-01,365,0.9476,0.0466,0.0924,0.0672,0.1228,0.1943,0.0905,0.9837,0.7105,0.0062,0.0029,0.0081,0.005,0.0492,0.0442,0.719,0.8611,0.0198,0.0203,0.0496,0.0475,0.1169,0.0694,0.8808,0.8679,0.0151,0.0161,0.056,0.0428,0.1133,0.0723,0.8819
r1wm1z1wu,2024,2024-01-01,33,0.7102,0.0089,0.091,0.0986,0.118,0.2086,0.1075,0.7187,0.7015,0.0086,0.0858,0.0682,0.1011,0.1948,0.0767,0.7103,0.7058,0.0087,0.0884,0.0834,0.1095,0.2017,0.0921,0.7145,0.7058,0.0087,0.0884,0.0834,0.1095,0.2017,0.0921,0.7145
