feature_id,year,date,count,water_max,wet_max,bs_max,pv_max,npv_max,npv+pv+wet_max,pv+wet_max,water+wet_max,water_min,wet_min,bs_min,pv_min,npv_min,npv+pv+wet_min,pv+wet_min,water+wet_min,water_mean,wet_mean,bs_mean,pv_mean,npv_mean,npv+pv+wet_mean,pv+wet_mean,water+wet_mean,water_median,wet_median,bs_median,pv_median,npv_median,npv+pv+wet_median,pv+wet_median,water+wet_median
r1wjpxg6j,1986,1986-01-01,128,0.7144,0.055,0.0247,0.0667,0.1811,0.2962,0.1157,0.7694,0.677,0.0484,0.0208,0.0607,0.1472,0.2629,0.1151,0.7254,0.6957,0.0517,0.0228,0.0637,0.1642,0.2796,0.1154,0.7474,0.6957,0.0517,0.0228,0.0637,0.1642,0.2796,0.1154,0.7474
r1wjpxg6j,1987,1987-01-01,365,0.7712,0.3932,0.0566,0.0607,0.3965,0.6755,0.4338,0.8363,0.2873,0.0416,0.0149,0.028,0.0957,0.2123,0.0729,0.5025,0.7043,0.0814,0.0199,0.0494,0.1429,0.2737,0.1309,0.7857,0.7335,0.0636,0.0178,0.052,0.1234,0.2468,0.1164,0.8034
r1wjpxg6j,1988,1988-01-01,366,0.9715,0.126,0.0932,0.0962,0.5267,0.7058,0.1791,0.974,0.1908,0.0024,0.007,0.0036,0.0151,0.0212,0.0061,0.3168,0.6523,0.0518,0.0339,0.0574,0.2008,0.31,0.1092,0.7041,0.7084,0.0463,0.018,0.0623,0.1399,0.2743,0.138,0.7547
r1wjpxg6j,1989,1989-01-01,365,0.9606,0.0409,0.0147,0.0225,0.0458,0.0691,0.0591,0.9702,0.9215,0.0052,0.0012,0.0074,0.0089,0.032,0.0148,0.9301,0.9444,0.0131,0.0067,0.0157,0.0196,0.0485,0.0289,0.9575,0.945,0.0111,0.0064,0.0162,0.0183,0.0482,0.0278,0.9597
r1wjpxg6j,1990,1990-01-01,365,0.9212,0.0173,0.0239,0.0336,0.1054,0.1301,0.0473,0.9307,0.8448,0.0057,0.0044,0.0128,0.0336,0.0675,0.0215,0.8511,0.8957,0.012,0.01,0.0219,0.0595,0.0934,0.0339,0.9077,0.8991,0.0109,0.0091,0.0211,0.0562,0.0928,0.0321,0.9129
r1wjpxg6j,1991,1991-01-01,365,0.9034,0.0386,0.0286,0.0356,0.1104,0.1359,0.0638,0.9236,0.8368,0.0042,0.0064,0.0178,0.0348,0.0853,0.0237,0.8439,0.8792,0.0135,0.0183,0.0264,0.0614,0.1013,0.0399,0.8927,0.8818,0.0138,0.0198,0.0242,0.0605,0.0931,0.04,0.8906
r1wjpxg6j,1992,1992-01-01,366,0.8365,0.292,0.2894,0.0902,0.2649,0.6471,0.3822,0.864,0.0586,0.0072,0.0103,0.0184,0.0804,0.1361,0.0255,0.3506,0.6899,0.066,0.06,0.0433,0.1387,0.248,0.1093,0.7559,0.7948,0.0349,0.0235,0.0428,0.1288,0.187,0.0815,0.8187
r1wjpxg6j,1993,1993-01-01,365,0.8685,0.0235,0.0393,0.0434,0.1165,0.1509,0.0549,0.8785,0.8168,0.0057,0.0129,0.0202,0.0783,0.1131,0.0278,0.8253,0.8365,0.0127,0.0237,0.0308,0.0947,0.1383,0.0436,0.8492,0.836,0.0123,0.0236,0.0298,0.0951,0.138,0.0452,0.8484
r1wjpxg6j,1994,1994-01-01,365,0.8179,0.0186,0.0572,0.0311,0.2446,0.2791,0.0497,0.8326,0.6631,0.0054,0.0167,0.0178,0.1176,0.1454,0.024,0.6761,0.7891,0.0112,0.0323,0.0236,0.1419,0.1767,0.0348,0.8003,0.7963,0.011,0.0326,0.0221,0.1344,0.1684,0.0337,0.8061
r1wjpxg6j,1995,1995-01-01,365,0.9144,0.0487,0.077,0.0706,0.3785,0.4302,0.1152,0.9203,0.4897,0.0059,0.0128,0.0158,0.0334,0.0691,0.0231,0.522,0.7187,0.0234,0.0334,0.0377,0.1849,0.246,0.0611,0.7421,0.6984,0.028,0.0224,0.0344,0.1719,0.2793,0.0583,0.7373
r1wjpxg6j,1996,1996-01-01,366,0.9034,0.0464,0.0268,0.0318,0.0937,0.1324,0.0631,0.9139,0.8505,0.0063,0.016,0.0153,0.0507,0.0792,0.0253,0.8593,0.8755,0.0177,0.0193,0.0222,0.064,0.104,0.0399,0.8932,0.8743,0.0158,0.0183,0.0214,0.0614,0.1055,0.0377,0.8969
r1wjpxg6j,1997,1997-01-01,365,0.8751,0.1106,0.068,0.0372,0.1717,0.3072,0.1355,0.8981,0.6236,0.0051,0.0097,0.0163,0.0608,0.107,0.0279,0.7341,0.8396,0.0274,0.0197,0.0253,0.0867,0.1394,0.0527,0.867,0.8547,0.0183,0.0182,0.0235,0.08,0.1274,0.0491,0.8779
r1wjpxg6j,1998,1998-01-01,365,0.8631,0.0793,0.0377,0.0386,0.1739,0.202,0.0988,0.8975,0.7578,0.0029,0.0112,0.0156,0.0615,0.1103,0.0205,0.7608,0.8377,0.0175,0.0211,0.0285,0.0938,0.1398,0.046,0.8551,0.8479,0.0127,0.0209,0.0295,0.0889,0.1353,0.0421,0.8648
r1wjpxg6j,1999,1999-01-01,365,0.7558,0.172,0.2221,0.0808,0.7271,0.8688,0.2152,0.7587,0.0015,0.0028,0.0128,0.0252,0.1755,0.2037,0.0281,0.0231,0.3088,0.0584,0.078,0.0507,0.5,0.6091,0.109,0.3672,0.3119,0.0422,0.0486,0.0496,0.5056,0.6334,0.1025,0.3985
r1wjpxg6j,2000,2000-01-01,366,0.745,0.1494,0.3278,0.0922,0.7927,0.9378,0.2293,0.7752,0.0003,0.0049,0.0311,0.0342,0.1372,0.2016,0.0485,0.0052,0.1249,0.0566,0.1315,0.0665,0.6142,0.7372,0.123,0.1815,0.0051,0.0458,0.0875,0.0675,0.6715,0.767,0.1194,0.0833
r1wjpxg6j,2001,2001-01-01,365,0.8888,0.0633,0.1382,0.0337,0.1834,0.2108,0.0909,0.8988,0.6763,0.0052,0.0269,0.0178,0.0544,0.0824,0.0266,0.7396,0.7782,0.0267,0.0651,0.0243,0.104,0.155,0.051,0.8049,0.7638,0.021,0.0521,0.0246,0.1014,0.184,0.046,0.7801
r1wjpxg6j,2002,2002-01-01,365,0.743,0.0223,0.4597,0.059,0.8963,0.9613,0.065,0.7486,0.0,0.0001,0.0323,0.0218,0.1854,0.2129,0.0246,0.0003,0.152,0.0061,0.1751,0.0365,0.6231,0.6656,0.0426,0.1581,0.0015,0.0037,0.1433,0.0294,0.6863,0.7245,0.0415,0.0067
r1wjpxg6j,2003,2003-01-01,365,0.0593,0.066,0.4685,0.1315,0.9313,0.9806,0.1972,0.1253,0.0,0.0,0.0143,0.0201,0.4866,0.5216,0.0239,0.0,0.0102,0.0143,0.2532,0.0727,0.6413,0.7283,0.087,0.0245,0.0007,0.0061,0.276,0.0689,0.6219,0.7106,0.0719,0.0071
r1wjpxg6j,2004,2004-01-01,366,0.0003,0.0005,0.544,0.1173,0.736,0.8426,0.1173,0.0005,0.0,0.0,0.1491,0.0533,0.368,0.4446,0.0537,0.0,0.0,0.0001,0.3675,0.0853,0.5362,0.6216,0.0853,0.0001,0.0,0.0,0.3825,0.0759,0.5325,0.6071,0.0759,0.0
r1wjpxg6j,2005,2005-01-01,365,0.0,0.0021,0.4719,0.1882,0.7668,0.8566,0.1882,0.0021,0.0,0.0,0.1371,0.0689,0.4031,0.5173,0.0702,0.0,0.0,0.0003,0.3145,0.107,0.5688,0.676,0.1073,0.0003,0.0,0.0,0.3192,0.0901,0.5757,0.6713,0.0901,0.0
r1wjpxg6j,2006,2006-01-01,365,0.8532,0.391,0.4802,0.1045,0.6249,0.706,0.4144,0.8615,0.0,0.0,0.0465,0.0234,0.0663,0.0986,0.0323,0.0,0.2382,0.0136,0.2917,0.0597,0.3887,0.4619,0.0733,0.2518,0.0007,0.0007,0.3254,0.0633,0.4624,0.5341,0.0666,0.0014
r1wjpxg6j,2007,2007-01-01,365,0.824,0.0585,0.095,0.1262,0.8265,0.9269,0.1825,0.8263,0.0,0.0004,0.0357,0.0241,0.1001,0.1265,0.0264,0.0004,0.4105,0.024,0.0613,0.0846,0.4155,0.524,0.1086,0.4345,0.5416,0.019,0.0605,0.0909,0.2671,0.4109,0.1024,0.5844
r1wjpxg6j,2008,2008-01-01,366,0.0,0.0014,0.513,0.085,0.8281,0.8982,0.085,0.0014,0.0,0.0,0.0953,0.0654,0.3924,0.4774,0.0669,0.0,0.0,0.0001,0.3804,0.0758,0.5344,0.6103,0.0759,0.0001,0.0,0.0,0.4138,0.0757,0.5011,0.5769,0.0757,0.0
r1wjpxg6j,2009,2009-01-01,365,0.0,0.0,0.5423,0.1117,0.5727,0.6505,0.1117,0.0,0.0,0.0,0.3405,0.0727,0.3346,0.4464,0.0727,0.0,0.0,0.0,0.4468,0.0927,0.4503,0.543,0.0927,0.0,0.0,0.0,0.4467,0.0976,0.4627,0.5433,0.0976,0.0
r1wjpxg6j,2010,2010-01-01,365,0.9476,0.0087,0.4938,0.136,0.4941,0.6044,0.136,0.9557,0.0,0.0,0.0077,0.0145,0.0216,0.0442,0.0226,0.0,0.4092,0.0039,0.2694,0.0844,0.2274,0.3157,0.0883,0.4131,0.3832,0.0037,0.2915,0.0906,0.2251,0.3195,0.0943,0.3869
r1wjpxg6j,2011,2011-01-01,365,0.9722,0.0306,0.0295,0.0161,0.1022,0.1228,0.0444,0.976,0.8527,0.0037,0.0048,0.0101,0.0083,0.0226,0.0144,0.8572,0.9497,0.0071,0.009,0.0126,0.0211,0.0408,0.0197,0.9568,0.961,0.0054,0.0055,0.0126,0.0132,0.033,0.0184,0.9673
r1wjpxg6j,2012,2012-01-01,366,0.8509,0.0046,0.1026,0.0545,0.6352,0.6942,0.059,0.8554,0.1951,0.0045,0.0233,0.0162,0.1036,0.1244,0.0207,0.1996,0.523,0.0045,0.0629,0.0353,0.3694,0.4093,0.0399,0.5275,0.523,0.0045,0.0629,0.0353,0.3694,0.4093,0.0399,0.5275
r1wjpxg6j,2013,2013-01-01,365,0.4435,0.1005,0.2655,0.1286,0.8145,0.8934,0.1976,0.4971,0.0034,0.0045,0.0462,0.0546,0.3862,0.5053,0.0591,0.0099,0.1428,0.0279,0.1144,0.0841,0.6224,0.7344,0.112,0.1707,0.1089,0.009,0.1076,0.0783,0.66,0.7379,0.0926,0.1143
r1wjpxg6j,2014,2014-01-01,365,0.2722,0.1964,0.3514,0.249,0.6144,0.8374,0.3483,0.3424,0.0,0.0044,0.0473,0.0839,0.3107,0.6091,0.0955,0.0044,0.0844,0.0448,0.1976,0.1592,0.5035,0.7075,0.204,0.1291,0.0404,0.0345,0.1808,0.1484,0.5054,0.703,0.1982,0.0723
r1wjpxg6j,2015,2015-01-01,365,0.0039,0.0345,0.4372,0.1703,0.7937,0.9309,0.2048,0.0345,0.0,0.0,0.0598,0.0901,0.4007,0.549,0.0901,0.0,0.0002,0.0066,0.3378,0.134,0.5089,0.6495,0.1406,0.0068,0.0,0.0007,0.3485,0.133,0.5039,0.6389,0.136,0.0007
r1wjpxg6j,2016,2016-01-01,366,0.8042,0.0246,0.4021,0.2345,0.5677,0.6677,0.2533,0.8288,0.0,0.0,0.0436,0.0395,0.0845,0.1486,0.0641,0.0,0.2021,0.0109,0.2726,0.1264,0.3779,0.5151,0.1372,0.2129,0.0066,0.0117,0.338,0.1122,0.4357,0.613,0.1173,0.0183
r1wjpxg6j,2017,2017-01-01,365,0.9461,0.0244,0.0445,0.057,0.1892,0.2693,0.0801,0.9606,0.684,0.0057,0.005,0.0161,0.0094,0.047,0.0229,0.7072,0.8743,0.0161,0.0187,0.0317,0.0577,0.1055,0.0478,0.8904,0.9174,0.0158,0.0132,0.0255,0.0395,0.0689,0.0407,0.9256
r1wjpxg6j,2018,2018-01-01,365,0.9051,0.0253,0.0389,0.0615,0.1278,0.1918,0.0857,0.9111,0.7757,0.0054,0.0119,0.0194,0.0397,0.0652,0.0254,0.7855,0.8407,0.0108,0.0267,0.0438,0.076,0.1305,0.0546,0.8515,0.828,0.0095,0.0278,0.045,0.0777,0.1417,0.0534,0.8462
r1wjpxg6j,2019,2019-01-01,365,0.9004,0.017,0.0342,0.0666,0.1065,0.1531,0.0837,0.9061,0.8168,0.0048,0.0187,0.0161,0.0454,0.0716,0.0208,0.8217,0.8511,0.0089,0.0261,0.0382,0.0737,0.1209,0.0471,0.86,0.8478,0.0072,0.0246,0.0348,0.0696,0.1237,0.0415,0.8574
r1wjpxg6j,2020,2020-01-01,366,0.8867,0.0197,0.0792,0.0761,0.2307,0.3109,0.0862,0.8915,0.6053,0.0042,0.0151,0.0155,0.059,0.0937,0.0197,0.625,0.8075,0.0093,0.0324,0.054,0.0942,0.1576,0.0634,0.8168,0.8216,0.0092,0.0296,0.0575,0.0806,0.1498,0.068,0.8327
r1wjpxg6j,2021,2021-01-01,365,0.5866,0.0547,0.269,0.1377,0.7315,0.8246,0.181,0.6061,0.0,0.0,0.0679,0.0631,0.222,0.3239,0.0826,0.0,0.2689,0.0278,0.1628,0.1105,0.4215,0.5598,0.1383,0.2968,0.3657,0.0309,0.151,0.1095,0.3404,0.4882,0.1395,0.3991
r1wjpxg6j,2022,2022-01-01,365,0.9549,0.0228,0.3759,0.2493,0.6166,0.8305,0.2523,0.9718,0.0,0.0,0.0049,0.0119,0.011,0.0394,0.0246,0.0,0.3177,0.0121,0.147,0.1356,0.3793,0.527,0.1477,0.3298,0.0286,0.0131,0.156,0.1316,0.5061,0.6287,0.1493,0.0392
r1wjpxg6j,2023,2023-01-01,357,0.9493,0.0137,0.0117,0.0335,0.0426,0.0734,0.0472,0.9602,0.9157,0.0074,0.0057,0.0144,0.0119,0.0444,0.022,0.9277,0.9305,0.0107,0.0081,0.0236,0.0262,0.0605,0.0343,0.9412,0.9286,0.0107,0.008,0.0224,0.0256,0.0618,0.0325,0.9391
r1wjqrqbm,1986,1986-01-01,128,0.131,0.0108,0.145,0.3516,0.491,0.8426,0.3516,0.1418,0.0,0.0,0.108,0.3314,0.4083,0.7504,0.3422,0.0,0.0655,0.0054,0.1265,0.3415,0.4496,0.7965,0.3469,0.0709,0.0655,0.0054,0.1265,0.3415,0.4496,0.7965,0.3469,0.0709
r1wjqrqbm,1987,1987-01-01,365,0.5351,0.2485,0.193,0.3312,0.4076,0.7497,0.4091,0.6329,0.1149,0.0109,0.0512,0.1305,0.1809,0.408,0.1698,0.1429,0.33,0.0449,0.0732,0.2509,0.2935,0.5892,0.2958,0.3748,0.3032,0.0252,0.0635,0.3023,0.289,0.6235,0.3295,0.346
r1wjqrqbm,1988,1988-01-01,366,0.6632,0.1961,0.1231,0.2947,0.441,0.7683,0.3539,0.7653,0.1529,0.0086,0.0237,0.1109,0.0945,0.3075,0.2016,0.1855,0.4463,0.074,0.0553,0.1941,0.2244,0.4924,0.2681,0.5203,0.4651,0.0648,0.043,0.1931,0.188,0.4645,0.2424,0.5676
r1wjqrqbm,1989,1989-01-01,365,0.7226,0.3441,0.0756,0.3008,0.2866,0.6098,0.4232,0.9375,0.3113,0.0099,0.005,0.0393,0.0173,0.2494,0.1877,0.3337,0.5004,0.1078,0.0389,0.1854,0.1621,0.4554,0.2933,0.6082,0.4928,0.0764,0.0387,0.1837,0.1836,0.4602,0.2721,0.5566
r1wjqrqbm,1990,1990-01-01,365,0.4301,0.0377,0.1315,0.4732,0.6033,0.8684,0.4869,0.4677,0.0,0.0,0.057,0.1831,0.2855,0.5062,0.2208,0.0,0.1272,0.0179,0.0781,0.3402,0.4256,0.7838,0.3581,0.1451,0.0755,0.013,0.0715,0.3339,0.4217,0.8287,0.3548,0.0837
r1wjqrqbm,1991,1991-01-01,365,0.4696,0.0666,0.1576,0.3407,0.5841,0.8589,0.3408,0.5296,0.0,0.0,0.0697,0.1262,0.2341,0.4491,0.1809,0.0,0.1192,0.0142,0.1247,0.284,0.4472,0.7455,0.2982,0.1334,0.0001,0.0001,0.1365,0.3234,0.4977,0.8334,0.3284,0.0002
r1wjqrqbm,1992,1992-01-01,366,0.5563,0.2607,0.11,0.4129,0.5924,0.8871,0.4255,0.7204,0.0267,0.008,0.0362,0.0957,0.1182,0.4021,0.1998,0.0401,0.2119,0.0552,0.0797,0.2688,0.3757,0.6998,0.3241,0.2671,0.1215,0.0226,0.0785,0.2419,0.4352,0.7819,0.3429,0.1474
r1wjqrqbm,1993,1993-01-01,365,0.6822,0.153,0.0872,0.2398,0.239,0.5378,0.3423,0.7849,0.3754,0.0293,0.0253,0.0979,0.0885,0.2891,0.1879,0.4564,0.498,0.0739,0.0537,0.1916,0.177,0.4425,0.2655,0.5719,0.4877,0.0761,0.0541,0.2017,0.1896,0.4544,0.2848,0.5485
r1wjqrqbm,1994,1994-01-01,365,0.4569,0.031,0.1948,0.3005,0.6932,0.9463,0.3303,0.4858,0.0,0.0,0.0442,0.1906,0.2402,0.4596,0.2137,0.0,0.1924,0.0147,0.0905,0.2573,0.4359,0.7079,0.2719,0.2071,0.187,0.0161,0.091,0.2609,0.3646,0.6899,0.2686,0.217
r1wjqrqbm,1995,1995-01-01,365,0.5366,0.1939,0.2159,0.3364,0.5803,0.8503,0.3418,0.658,0.0,0.0,0.0372,0.1438,0.1309,0.389,0.212,0.0,0.2035,0.0249,0.1257,0.233,0.4038,0.6617,0.2578,0.2283,0.0,0.0,0.1427,0.2446,0.5118,0.7846,0.248,0.0
r1wjqrqbm,1996,1996-01-01,366,0.5062,0.0549,0.1043,0.4698,0.4597,0.902,0.4736,0.5301,0.0,0.0001,0.0577,0.186,0.22,0.4299,0.2052,0.0001,0.1866,0.0156,0.0822,0.3494,0.3555,0.7204,0.3649,0.2021,0.1497,0.012,0.0837,0.3628,0.3639,0.7537,0.38,0.1688
r1wjqrqbm,1997,1997-01-01,365,0.44,0.0356,0.1373,0.4825,0.5963,0.9185,0.4919,0.4515,0.0,0.0,0.0534,0.2038,0.266,0.4813,0.2153,0.0,0.0741,0.0075,0.0945,0.3649,0.447,0.8194,0.3724,0.0816,0.0,0.0071,0.0906,0.3788,0.4593,0.8645,0.3805,0.0096
r1wjqrqbm,1998,1998-01-01,365,0.0,0.0,0.1983,0.2998,0.6212,0.8759,0.2998,0.0,0.0,0.0,0.1132,0.1895,0.5213,0.7881,0.1895,0.0,0.0,0.0,0.1616,0.2534,0.5731,0.8265,0.2534,0.0,0.0,0.0,0.1667,0.2578,0.5774,0.821,0.2578,0.0
r1wjqrqbm,1999,1999-01-01,365,0.0,0.0,0.2082,0.3589,0.5931,0.858,0.3589,0.0,0.0,0.0,0.1298,0.2381,0.4206,0.7795,0.2381,0.0,0.0,0.0,0.1575,0.2825,0.5481,0.8306,0.2825,0.0,0.0,0.0,0.1543,0.2793,0.5581,0.8337,0.2793,0.0
r1wjqrqbm,2000,2000-01-01,366,0.0,0.0,0.1841,0.4154,0.6423,0.9165,0.4154,0.0,0.0,0.0,0.0723,0.1883,0.4892,0.8038,0.1883,0.0,0.0,0.0,0.1221,0.3025,0.5639,0.8664,0.3025,0.0,0.0,0.0,0.1218,0.3014,0.5734,0.8673,0.3014,0.0
r1wjqrqbm,2001,2001-01-01,365,0.0,0.0,0.2218,0.2627,0.6395,0.8656,0.2627,0.0,0.0,0.0,0.1225,0.1705,0.572,0.767,0.1705,0.0,0.0,0.0,0.1718,0.2246,0.5916,0.8162,0.2246,0.0,0.0,0.0,0.1726,0.2352,0.584,0.8153,0.2352,0.0
r1wjqrqbm,2002,2002-01-01,365,0.0,0.0,0.2988,0.3429,0.7036,0.8855,0.3429,0.0,0.0,0.0,0.1036,0.1003,0.5332,0.6885,0.1003,0.0,0.0,0.0,0.1955,0.1849,0.6077,0.7925,0.1849,0.0,0.0,0.0,0.187,0.1676,0.6071,0.8011,0.1676,0.0
r1wjqrqbm,2003,2003-01-01,365,0.0,0.0,0.2601,0.3947,0.8089,0.9779,0.3947,0.0,0.0,0.0,0.015,0.1021,0.4846,0.7276,0.1021,0.0,0.0,0.0,0.1679,0.244,0.5762,0.8202,0.244,0.0,0.0,0.0,0.155,0.251,0.5706,0.8324,0.251,0.0
r1wjqrqbm,2004,2004-01-01,366,0.0,0.0002,0.2018,0.4837,0.7084,0.9418,0.4837,0.0002,0.0,0.0,0.0491,0.1707,0.4293,0.7855,0.1707,0.0,0.0,0.0,0.1238,0.2974,0.5671,0.8645,0.2974,0.0,0.0,0.0,0.1192,0.2959,0.5698,0.869,0.2961,0.0
r1wjqrqbm,2005,2005-01-01,365,0.0003,0.0019,0.201,0.4452,0.7017,0.9028,0.4452,0.0022,0.0,0.0,0.085,0.1947,0.4395,0.7868,0.1947,0.0,0.0,0.0001,0.1251,0.3103,0.5526,0.863,0.3104,0.0001,0.0,0.0,0.1212,0.2893,0.5696,0.8668,0.2899,0.0
r1wjqrqbm,2006,2006-01-01,365,0.0002,0.0056,0.201,0.3174,0.7796,0.9289,0.323,0.0058,0.0,0.0,0.0592,0.1259,0.5494,0.7857,0.1259,0.0,0.0,0.0007,0.1329,0.221,0.6333,0.855,0.2217,0.0008,0.0,0.0,0.1239,0.2064,0.6196,0.8644,0.2064,0.0
r1wjqrqbm,2007,2007-01-01,365,0.0011,0.0286,0.2178,0.5821,0.7045,0.9351,0.583,0.0298,0.0,0.0,0.0524,0.1225,0.3349,0.7688,0.1225,0.0,0.0001,0.0013,0.1376,0.3084,0.5399,0.8496,0.3097,0.0014,0.0,0.0,0.1266,0.2814,0.5752,0.8609,0.2814,0.0
r1wjqrqbm,2008,2008-01-01,366,0.0,0.0,0.2879,0.1945,0.7299,0.8565,0.1945,0.0,0.0,0.0,0.131,0.0924,0.5576,0.6977,0.0924,0.0,0.0,0.0,0.2014,0.156,0.6293,0.7852,0.156,0.0,0.0,0.0,0.1925,0.1625,0.6168,0.7942,0.1625,0.0
r1wjqrqbm,2009,2009-01-01,365,0.0,0.0,0.2751,0.2825,0.6838,0.8319,0.2825,0.0,0.0,0.0,0.1552,0.072,0.5309,0.7101,0.072,0.0,0.0,0.0,0.1988,0.1719,0.6163,0.7882,0.1719,0.0,0.0,0.0,0.1822,0.1617,0.6213,0.8046,0.1617,0.0
r1wjqrqbm,2010,2010-01-01,365,0.0817,0.0227,0.2232,0.3562,0.6016,0.8954,0.371,0.1044,0.0,0.0,0.0747,0.1647,0.4618,0.7632,0.1647,0.0,0.0051,0.0027,0.16,0.2779,0.5413,0.822,0.2807,0.0078,0.0,0.0015,0.1676,0.2842,0.5342,0.8193,0.2857,0.0015
r1wjqrqbm,2011,2011-01-01,365,0.4268,0.1065,0.0882,0.3481,0.4601,0.8314,0.3721,0.4508,0.0835,0.0158,0.0486,0.2437,0.1992,0.4966,0.2974,0.1067,0.3661,0.0548,0.0641,0.269,0.2385,0.5623,0.3238,0.4209,0.3745,0.0584,0.0616,0.2661,0.2319,0.5597,0.3232,0.4365
r1wjqrqbm,2012,2012-01-01,366,0.3091,0.0576,0.1144,0.272,0.5199,0.8048,0.3208,0.3668,0.0691,0.0129,0.0831,0.2632,0.2783,0.5992,0.2849,0.0819,0.1891,0.0353,0.0987,0.2676,0.3991,0.702,0.3029,0.2244,0.1891,0.0353,0.0987,0.2676,0.3991,0.702,0.3029,0.2244
r1wjqrqbm,2013,2013-01-01,365,0.0684,0.0128,0.173,0.5231,0.6375,0.8682,0.5232,0.0812,0.0,0.0,0.1145,0.203,0.3365,0.8053,0.203,0.0,0.0098,0.0021,0.1344,0.3271,0.513,0.8421,0.3291,0.0119,0.0,0.0001,0.1289,0.2836,0.5298,0.8443,0.2847,0.0001
r1wjqrqbm,2014,2014-01-01,365,0.0,0.0962,0.169,0.6136,0.6685,0.9061,0.6342,0.0962,0.0,0.0,0.0775,0.1976,0.2183,0.8179,0.1976,0.0,0.0,0.0088,0.1194,0.3663,0.4914,0.8666,0.3752,0.0088,0.0,0.0,0.1206,0.3094,0.5634,0.8657,0.3094,0.0
r1wjqrqbm,2015,2015-01-01,365,0.0,0.0005,0.2009,0.3286,0.671,0.876,0.3286,0.0005,0.0,0.0,0.1121,0.1624,0.4817,0.7851,0.1624,0.0,0.0,0.0,0.174,0.2242,0.5879,0.8121,0.2242,0.0,0.0,0.0,0.1756,0.2036,0.5967,0.8104,0.2036,0.0
r1wjqrqbm,2016,2016-01-01,366,0.1016,0.0412,0.2034,0.2642,0.6756,0.8639,0.3054,0.1319,0.0,0.0,0.1157,0.1728,0.5184,0.7676,0.1728,0.0,0.0202,0.0158,0.1599,0.2195,0.5716,0.8068,0.2353,0.0359,0.0128,0.0138,0.1651,0.222,0.5624,0.8051,0.2371,0.0266
r1wjqrqbm,2017,2017-01-01,365,0.0809,0.1726,0.1562,0.5657,0.6609,0.9099,0.6422,0.1726,0.0,0.0,0.0776,0.1862,0.2174,0.7889,0.1862,0.0,0.0058,0.0164,0.1063,0.3878,0.4696,0.8738,0.4042,0.0222,0.0,0.0001,0.1028,0.3735,0.5029,0.8824,0.3834,0.0001
r1wjqrqbm,2018,2018-01-01,365,0.0,0.0,0.2171,0.3851,0.6263,0.9243,0.3851,0.0,0.0,0.0,0.0644,0.1718,0.4934,0.7677,0.1718,0.0,0.0,0.0,0.1266,0.2915,0.5685,0.8601,0.2915,0.0,0.0,0.0,0.1085,0.295,0.5859,0.8775,0.295,0.0
r1wjqrqbm,2019,2019-01-01,365,0.0,0.0172,0.2149,0.595,0.716,0.8853,0.6122,0.0172,0.0,0.0,0.099,0.1289,0.2461,0.7692,0.1289,0.0,0.0,0.0029,0.1506,0.3176,0.5143,0.8349,0.3206,0.0029,0.0,0.0,0.1507,0.2463,0.5949,0.8355,0.2463,0.0
r1wjqrqbm,2020,2020-01-01,366,0.0,0.0,0.2279,0.5717,0.7686,0.8816,0.5717,0.0,0.0,0.0,0.1015,0.1074,0.3099,0.7576,0.1074,0.0,0.0,0.0,0.1442,0.315,0.5263,0.8413,0.315,0.0,0.0,0.0,0.1433,0.2823,0.553,0.8436,0.2823,0.0
r1wjqrqbm,2021,2021-01-01,365,0.0034,0.0377,0.1759,0.5413,0.6991,0.9408,0.5463,0.0411,0.0,0.0,0.048,0.1556,0.3585,0.818,0.1556,0.0,0.0002,0.002,0.1179,0.2891,0.5786,0.8698,0.2912,0.0022,0.0,0.0,0.1271,0.234,0.6234,0.8608,0.234,0.0
r1wjqrqbm,2022,2022-01-01,365,0.5341,0.2742,0.1753,0.6203,0.7105,0.9246,0.7217,0.8083,0.0,0.0,0.0344,0.0779,0.0763,0.4284,0.1576,0.0,0.0832,0.0621,0.0973,0.347,0.3973,0.8064,0.4091,0.1453,0.0,0.0002,0.0895,0.3167,0.3423,0.866,0.3971,0.0002
r1wjqrqbm,2023,2023-01-01,357,0.4417,0.0777,0.1759,0.3408,0.5279,0.8085,0.3496,0.5194,0.0021,0.0043,0.056,0.213,0.1947,0.4854,0.2709,0.0063,0.3309,0.0196,0.0774,0.2929,0.2694,0.5818,0.3124,0.3504,0.3478,0.0155,0.0715,0.2929,0.2492,0.5741,0.3113,0.3635
r1wjrs4ms,1986,1986-01-01,128,0.0067,0.0058,0.2019,0.4885,0.3349,0.8066,0.4943,0.0125,0.004,0.0038,0.1769,0.4678,0.2846,0.7789,0.4717,0.0079,0.0053,0.0048,0.1894,0.4782,0.3097,0.7927,0.483,0.0102,0.0053,0.0048,0.1894,0.4782,0.3097,0.7927,0.483,0.0102
r1wjrs4ms,1987,1987-01-01,365,0.004,0.0038,0.2507,0.4677,0.708,0.8486,0.4715,0.0078,0.0,0.0,0.139,0.1071,0.3353,0.7381,0.1071,0.0,0.0012,0.0018,0.1659,0.3762,0.4427,0.8206,0.3779,0.0029,0.0004,0.0017,0.1639,0.4381,0.4074,0.8217,0.439,0.0022
