feature_id,date,water_median,wet_median,pv_median,npv_median,bs_median,count
r1wjpxg6j,2013-03-01,0.0604,0.0045,0.0624,0.7444,0.1189,31
r1wjpxg6j,2013-04-01,0.0098,0.0046,0.0656,0.7885,0.1227,30
r1wjpxg6j,2013-05-01,0.0141,0.0098,0.0678,0.8022,0.0841,31
r1wjpxg6j,2013-06-01,0.3448,0.0922,0.0921,0.4127,0.0536,30
r1wjpxg6j,2013-07-01,0.3078,0.0822,0.1063,0.4439,0.0551,31
r1wjpxg6j,2013-08-01,0.2871,0.0619,0.1165,0.4746,0.0552,31
r1wjpxg6j,2013-09-01,0.2667,0.042,0.1245,0.5048,0.0553,30
r1wjpxg6j,2013-10-01,0.013,0.0069,0.0994,0.7052,0.1496,31
r1wjpxg6j,2013-11-01,0.0065,0.008,0.0816,0.6746,0.2165,30
r1wjpxg6j,2013-12-01,0.0164,0.0116,0.0789,0.6328,0.2475,31
r1wjpxg6j,2014-01-01,0.0016,0.0073,0.0904,0.6038,0.2819,31
r1wjpxg6j,2014-02-01,0.0103,0.0109,0.1125,0.6068,0.2473,28
r1wjpxg6j,2014-03-01,0.0275,0.0218,0.1461,0.5938,0.2,31
r1wjpxg6j,2014-04-01,0.0454,0.0331,0.1809,0.5804,0.1512,30
r1wjpxg6j,2014-05-01,0.0904,0.0462,0.2455,0.5039,0.1044,31
r1wjpxg6j,2014-06-01,0.1953,0.062,0.2391,0.3905,0.1045,30
r1wjpxg6j,2014-07-01,0.2701,0.0624,0.2216,0.333,0.1062,31
r1wjpxg6j,2014-08-01,0.2255,0.0477,0.1722,0.424,0.1163,31
r1wjpxg6j,2014-09-01,0.097,0.1466,0.1489,0.4888,0.0962,30
r1wjpxg6j,2014-10-01,0.0262,0.0267,0.1331,0.5025,0.2978,31
r1wjpxg6j,2014-11-01,0.0082,0.0315,0.1084,0.4954,0.3366,30
r1wjpxg6j,2014-12-01,0.006,0.0264,0.1014,0.5256,0.3275,31
r1wjpxg6j,2015-01-01,0.0019,0.0086,0.098,0.5377,0.3405,31
r1wjpxg6j,2015-02-01,0.0,0.0,0.1323,0.7006,0.1601,28
r1wjpxg6j,2015-03-01,0.0,0.0,0.1266,0.4702,0.39,31
r1wjpxg6j,2015-04-01,0.0,0.0,0.1289,0.4533,0.4045,30
r1wjpxg6j,2015-05-01,0.0,0.0064,0.1336,0.4874,0.3591,31
r1wjpxg6j,2015-06-01,0.0,0.0054,0.1463,0.5417,0.2914,30
r1wjpxg6j,2015-07-01,0.0,0.0273,0.1644,0.533,0.265,31
r1wjpxg6j,2015-08-01,0.0,0.0232,0.165,0.4872,0.3123,31
r1wjpxg6j,2015-09-01,0.0,0.0067,0.1573,0.4259,0.3972,30
r1wjpxg6j,2015-10-01,0.0,0.0,0.1445,0.4475,0.3954,31
r1wjpxg6j,2015-11-01,0.0,0.0,0.1226,0.4792,0.3862,30
r1wjpxg6j,2015-12-01,0.0,0.0,0.0946,0.5394,0.3578,31
r1wjpxg6j,2016-01-01,0.0,0.0,0.0897,0.5383,0.36,31
r1wjpxg6j,2016-02-01,0.0,0.0,0.0875,0.5378,0.3624,29
r1wjpxg6j,2016-03-01,0.0,0.0,0.097,0.5316,0.3578,31
r1wjpxg6j,2016-04-01,0.0,0.0,0.1115,0.4873,0.3888,30
r1wjpxg6j,2016-05-01,0.0022,0.0039,0.1394,0.4591,0.3828,31
r1wjpxg6j,2016-06-01,0.0051,0.009,0.172,0.4438,0.3572,30
r1wjpxg6j,2016-07-01,0.008,0.0141,0.2046,0.4285,0.3317,31
r1wjpxg6j,2016-08-01,0.0347,0.0189,0.2238,0.4045,0.2999,31
r1wjpxg6j,2016-09-01,0.2797,0.0194,0.1715,0.3037,0.2159,30
r1wjpxg6j,2016-10-01,0.5247,0.02,0.1141,0.203,0.1318,31
r1wjpxg6j,2016-11-01,0.7697,0.0206,0.0567,0.1022,0.0478,30
r1wjpxg6j,2016-12-01,0.7972,0.0242,0.0419,0.0889,0.0446,31
r1wjpxg6j,2017-01-01,0.7689,0.0241,0.0462,0.1139,0.0442,31
r1wjpxg6j,2017-02-01,0.7318,0.0236,0.0532,0.145,0.0435,28
r1wjpxg6j,2017-03-01,0.7124,0.0232,0.0536,0.1681,0.0396,31
r1wjpxg6j,2017-04-01,0.8361,0.0232,0.0389,0.0764,0.0236,30
r1wjpxg6j,2017-05-01,0.9067,0.0186,0.0302,0.0302,0.0132,31
r1wjpxg6j,2017-06-01,0.9422,0.0139,0.0251,0.0104,0.0065,30
r1wjpxg6j,2017-07-01,0.9371,0.0172,0.0252,0.0117,0.007,31
r1wjpxg6j,2017-08-01,0.944,0.0142,0.0238,0.0115,0.0064,31
r1wjpxg6j,2017-09-01,0.9429,0.0089,0.0244,0.0157,0.0069,30
r1wjpxg6j,2017-10-01,0.9296,0.0137,0.0191,0.0274,0.0076,31
r1wjpxg6j,2017-11-01,0.9186,0.0069,0.0167,0.0441,0.0132,30
r1wjpxg6j,2017-12-01,0.9104,0.0062,0.0242,0.0447,0.0138,31
r1wjpxg6j,2018-01-01,0.8923,0.0064,0.0287,0.0585,0.0132,31
r1wjpxg6j,2018-02-01,0.8703,0.0071,0.032,0.0717,0.0173,28
r1wjpxg6j,2018-03-01,0.8483,0.0071,0.0354,0.0832,0.0239,31
r1wjpxg6j,2018-04-01,0.8283,0.0078,0.0454,0.0887,0.0275,30
r1wjpxg6j,2018-05-01,0.8203,0.0138,0.0517,0.0861,0.0256,31
r1wjpxg6j,2018-06-01,0.8235,0.0213,0.0574,0.0727,0.0227,30
r1wjpxg6j,2018-07-01,0.8182,0.0169,0.0611,0.0715,0.0296,31
r1wjpxg6j,2018-08-01,0.8047,0.0121,0.0602,0.0896,0.0308,31
r1wjpxg6j,2018-09-01,0.7869,0.0096,0.0581,0.1106,0.0316,30
r1wjpxg6j,2018-10-01,0.8261,0.0099,0.0426,0.0836,0.0355,31
r1wjpxg6j,2018-11-01,0.875,0.0086,0.0294,0.0504,0.0349,30
r1wjpxg6j,2018-12-01,0.8982,0.0066,0.0217,0.043,0.03,31
r1wjpxg6j,2019-01-01,0.8895,0.0058,0.0221,0.0576,0.0237,31
r1wjpxg6j,2019-02-01,0.8648,0.0062,0.0279,0.0736,0.0255,28
r1wjpxg6j,2019-03-01,0.8408,0.0053,0.0304,0.0905,0.0309,31
r1wjpxg6j,2019-04-01,0.8175,0.0051,0.0352,0.1024,0.0333,30
r1wjpxg6j,2019-05-01,0.8181,0.0106,0.05,0.0891,0.0299,31
r1wjpxg6j,2019-06-01,0.8194,0.0162,0.064,0.0715,0.0254,30
r1wjpxg6j,2019-07-01,0.8293,0.015,0.0592,0.0695,0.0247,31
r1wjpxg6j,2019-08-01,0.8405,0.0126,0.0506,0.0696,0.0246,31
r1wjpxg6j,2019-09-01,0.8515,0.0103,0.0422,0.0696,0.0244,30
r1wjpxg6j,2019-10-01,0.8625,0.008,0.0338,0.0696,0.0242,31
r1wjpxg6j,2019-11-01,0.8813,0.0065,0.0249,0.0618,0.0241,30
r1wjpxg6j,2019-12-01,0.8949,0.0054,0.0167,0.0562,0.0228,31
r1wjpxg6j,2020-01-01,0.8767,0.0048,0.0172,0.0771,0.0184,31
r1wjpxg6j,2020-02-01,0.856,0.0062,0.0293,0.0813,0.0277,29
r1wjpxg6j,2020-03-01,0.8364,0.0053,0.0382,0.0828,0.0339,31
r1wjpxg6j,2020-04-01,0.8324,0.0086,0.05,0.0746,0.0321,30
r1wjpxg6j,2020-05-01,0.829,0.0127,0.0619,0.0652,0.0289,31
r1wjpxg6j,2020-06-01,0.8247,0.0136,0.0718,0.0609,0.0265,30
r1wjpxg6j,2020-07-01,0.8185,0.01,0.0747,0.0679,0.0262,31
r1wjpxg6j,2020-08-01,0.8114,0.0093,0.0702,0.0785,0.028,31
r1wjpxg6j,2020-09-01,0.8044,0.0087,0.0657,0.089,0.0297,30
r1wjpxg6j,2020-10-01,0.7901,0.0084,0.0609,0.1052,0.0328,31
r1wjpxg6j,2020-11-01,0.7385,0.0098,0.0543,0.151,0.0432,30
r1wjpxg6j,2020-12-01,0.6821,0.0121,0.0507,0.197,0.0555,31
r1wjpxg6j,2021-01-01,0.306,0.0178,0.0997,0.4016,0.1667,31
r1wjpxg6j,2021-02-01,0.0156,0.0096,0.118,0.5958,0.2489,28
r1wjpxg6j,2021-03-01,0.037,0.0133,0.0971,0.6014,0.2394,31
r1wjpxg6j,2021-04-01,0.1711,0.0306,0.111,0.4853,0.1908,30
r1wjpxg6j,2021-05-01,0.3866,0.0378,0.0917,0.2953,0.1793,31
r1wjpxg6j,2021-06-01,0.5124,0.0509,0.096,0.2331,0.0986,30
r1wjpxg6j,2021-07-01,0.4181,0.0485,0.1271,0.2957,0.1045,31
r1wjpxg6j,2021-08-01,0.4055,0.0424,0.1353,0.2981,0.1111,31
r1wjpxg6j,2021-09-01,0.3916,0.0369,0.1293,0.3158,0.1202,30
r1wjpxg6j,2021-10-01,0.3776,0.0313,0.1221,0.3334,0.1292,31
r1wjpxg6j,2021-11-01,0.1798,0.0139,0.1056,0.5426,0.1488,30
r1wjpxg6j,2021-12-01,0.0,0.0,0.0931,0.6733,0.2211,31
r1wjpxg6j,2022-01-01,0.0,0.0,0.1034,0.5637,0.3193,31
r1wjpxg6j,2022-02-01,0.0,0.0,0.108,0.5041,0.3688,28
r1wjpxg6j,2022-03-01,0.107,0.0166,0.139,0.4863,0.239,31
r1wjpxg6j,2022-04-01,0.0177,0.0198,0.1874,0.584,0.1809,30
r1wjpxg6j,2022-05-01,0.0128,0.0164,0.2058,0.5983,0.1563,31
r1wjpxg6j,2022-06-01,0.0067,0.0087,0.2178,0.5993,0.156,30
r1wjpxg6j,2022-07-01,0.0021,0.0027,0.2324,0.5943,0.1573,31
r1wjpxg6j,2022-08-01,0.238,0.0085,0.2022,0.418,0.1237,31
r1wjpxg6j,2022-09-01,0.6371,0.0179,0.1225,0.1625,0.0553,30
r1wjpxg6j,2022-10-01,0.8566,0.021,0.0746,0.0275,0.0181,31
r1wjpxg6j,2022-11-01,0.9444,0.0201,0.0167,0.0134,0.0059,30
r1wjpxg6j,2022-12-01,0.9525,0.0115,0.0135,0.0165,0.0054,31
r1wjpxg6j,2023-01-01,0.9445,0.0101,0.0157,0.0229,0.006,31
r1wjpxg6j,2023-02-01,0.9319,0.0086,0.0176,0.034,0.0072,28
r1wjpxg6j,2023-03-01,0.9195,0.0086,0.0221,0.0405,0.0077,31
r1wjpxg6j,2023-04-01,0.9175,0.0108,0.0278,0.0342,0.0088,30
r1wjpxg6j,2023-05-01,0.9164,0.0128,0.0329,0.0273,0.0097,31
r1wjpxg6j,2023-06-01,0.92,0.0133,0.0332,0.023,0.0095,30
r1wjpxg6j,2023-07-01,0.9239,0.0136,0.0333,0.0187,0.0092,31
r1wjpxg6j,2023-08-01,0.937,0.0123,0.0277,0.0143,0.0079,31
r1wjpxg6j,2023-09-01,0.945,0.0112,0.0217,0.0143,0.0072,30
r1wjpxg6j,2023-10-01,0.9463,0.0105,0.0153,0.0198,0.007,31
r1wjpxg6j,2023-11-01,0.9372,0.0079,0.0159,0.031,0.0075,30
r1wjpxg6j,2023-12-01,0.9241,0.0087,0.0192,0.0367,0.0104,23
r1wjqrqbm,1986-08-01,0.0026,0.0002,0.3512,0.4894,0.1442,6
r1wjqrqbm,1986-09-01,0.0211,0.0017,0.3483,0.4777,0.139,30
r1wjqrqbm,1986-10-01,0.0526,0.0043,0.3435,0.4578,0.1301,31
r1wjqrqbm,1986-11-01,0.0841,0.0069,0.3386,0.4379,0.1212,30
r1wjqrqbm,1986-12-01,0.1155,0.0095,0.3338,0.418,0.1124,31
r1wjqrqbm,1987-01-01,0.1475,0.0121,0.3289,0.3978,0.1033,31
r1wjqrqbm,1987-02-01,0.1779,0.0147,0.3242,0.3786,0.0948,28
r1wjqrqbm,1987-03-01,0.2083,0.0172,0.3195,0.3594,0.0862,31
r1wjqrqbm,1987-04-01,0.2398,0.0198,0.3146,0.3395,0.0773,30
r1wjqrqbm,1987-05-01,0.2712,0.0223,0.3098,0.3196,0.0684,31
r1wjqrqbm,1987-06-01,0.3027,0.0249,0.305,0.2998,0.0596,30
r1wjqrqbm,1987-07-01,0.3403,0.0307,0.2922,0.2774,0.0518,31
r1wjqrqbm,1987-08-01,0.4197,0.0581,0.2263,0.238,0.0515,31
r1wjqrqbm,1987-09-01,0.4979,0.085,0.1613,0.1993,0.0513,30
r1wjqrqbm,1987-10-01,0.5334,0.0767,0.1321,0.2,0.053,31
r1wjqrqbm,1987-11-01,0.5301,0.0523,0.1351,0.2364,0.0565,30
r1wjqrqbm,1987-12-01,0.4133,0.0575,0.1618,0.2787,0.0802,31
r1wjqrqbm,1988-01-01,0.4376,0.0115,0.1975,0.2585,0.0972,31
r1wjqrqbm,1988-02-01,0.3565,0.0163,0.2276,0.302,0.094,29
r1wjqrqbm,1988-03-01,0.2272,0.029,0.2534,0.3719,0.1081,31
r1wjqrqbm,1988-04-01,0.1784,0.0436,0.283,0.4173,0.0667,30
r1wjqrqbm,1988-05-01,0.2913,0.0956,0.2419,0.3121,0.052,31
r1wjqrqbm,1988-06-01,0.4053,0.1476,0.1984,0.2059,0.0374,30
r1wjqrqbm,1988-07-01,0.5213,0.1791,0.1548,0.1059,0.0247,31
r1wjqrqbm,1988-08-01,0.6329,0.1017,0.1189,0.0994,0.0273,31
r1wjqrqbm,1988-09-01,0.6015,0.0878,0.1334,0.1299,0.0433,30
r1wjqrqbm,1988-10-01,0.5858,0.0713,0.1526,0.1449,0.0408,31
r1wjqrqbm,1988-11-01,0.5702,0.0547,0.1718,0.16,0.0383,30
r1wjqrqbm,1988-12-01,0.5355,0.0386,0.1973,0.1826,0.0402,31
r1wjqrqbm,1989-01-01,0.4661,0.0233,0.2346,0.2193,0.0498,31
r1wjqrqbm,1989-02-01,0.4015,0.0126,0.2543,0.2542,0.0692,28
r1wjqrqbm,1989-03-01,0.3359,0.0181,0.2864,0.2785,0.0719,31
r1wjqrqbm,1989-04-01,0.3466,0.0594,0.2823,0.2472,0.0563,30
r1wjqrqbm,1989-05-01,0.4019,0.1173,0.2535,0.1856,0.035,31
r1wjqrqbm,1989-06-01,0.5204,0.2396,0.1366,0.0852,0.0148,30
r1wjqrqbm,1989-07-01,0.5599,0.3323,0.0767,0.0347,0.0078,31
r1wjqrqbm,1989-08-01,0.6222,0.2147,0.0961,0.0489,0.0157,31
r1wjqrqbm,1989-09-01,0.6967,0.0939,0.1172,0.0606,0.024,30
r1wjqrqbm,1989-10-01,0.6245,0.0979,0.1413,0.1006,0.032,31
r1wjqrqbm,1989-11-01,0.5458,0.0502,0.1755,0.1827,0.0405,30
r1wjqrqbm,1989-12-01,0.4737,0.0269,0.1846,0.2573,0.0512,31
r1wjqrqbm,1990-01-01,0.3746,0.0357,0.2106,0.3121,0.0597,31
r1wjqrqbm,1990-02-01,0.2654,0.0317,0.2648,0.3644,0.0649,28
r1wjqrqbm,1990-03-01,0.1562,0.0278,0.3189,0.4167,0.0701,31
r1wjqrqbm,1990-04-01,0.0817,0.008,0.3972,0.4279,0.0729,30
r1wjqrqbm,1990-05-01,0.0617,0.0095,0.4504,0.4072,0.0615,31
r1wjqrqbm,1990-06-01,0.0629,0.0132,0.4654,0.3745,0.0715,30
r1wjqrqbm,1990-07-01,0.0644,0.0124,0.4401,0.3991,0.0717,31
r1wjqrqbm,1990-08-01,0.0657,0.011,0.4034,0.4374,0.0711,31
r1wjqrqbm,1990-09-01,0.0615,0.0107,0.3532,0.479,0.0839,30
r1wjqrqbm,1990-10-01,0.1752,0.0293,0.277,0.4301,0.0805,31
r1wjqrqbm,1990-11-01,0.1326,0.0163,0.2515,0.4835,0.1059,30
r1wjqrqbm,1990-12-01,0.0352,0.0043,0.2528,0.5716,0.1247,31
r1wjqrqbm,1991-01-01,0.0,0.0,0.3189,0.5382,0.1314,31
r1wjqrqbm,1991-02-01,0.0,0.0,0.3313,0.5121,0.1445,28
r1wjqrqbm,1991-03-01,0.0,0.0,0.3359,0.5107,0.141,31
r1wjqrqbm,1991-04-01,0.0,0.0,0.3257,0.5203,0.1415,30
r1wjqrqbm,1991-05-01,0.0,0.0,0.3207,0.5111,0.1553,31
r1wjqrqbm,1991-06-01,0.0001,0.0,0.3376,0.4996,0.1502,30
r1wjqrqbm,1991-07-01,0.0001,0.0001,0.3407,0.4977,0.1491,31
r1wjqrqbm,1991-08-01,0.0421,0.0109,0.3294,0.4697,0.1365,31
r1wjqrqbm,1991-09-01,0.0955,0.0245,0.3151,0.4338,0.1206,30
r1wjqrqbm,1991-10-01,0.4646,0.0576,0.1501,0.2619,0.0749,31
r1wjqrqbm,1991-11-01,0.4432,0.0452,0.1413,0.2886,0.0756,30
r1wjqrqbm,1991-12-01,0.4019,0.0304,0.1649,0.3204,0.0756,31
r1wjqrqbm,1992-01-01,0.3599,0.0153,0.1888,0.3528,0.0755,31
r1wjqrqbm,1992-02-01,0.2441,0.0293,0.2121,0.435,0.0712,29
r1wjqrqbm,1992-03-01,0.1195,0.0211,0.2342,0.5319,0.0839,31
r1wjqrqbm,1992-04-01,0.0349,0.0132,0.3038,0.5606,0.0807,30
r1wjqrqbm,1992-05-01,0.0605,0.0259,0.3425,0.4802,0.0799,31
r1wjqrqbm,1992-06-01,0.0579,0.0209,0.3829,0.4499,0.0775,30
r1wjqrqbm,1992-07-01,0.0457,0.0141,0.3959,0.4479,0.0859,31
r1wjqrqbm,1992-08-01,0.051,0.0189,0.3853,0.4353,0.0983,31
r1wjqrqbm,1992-09-01,0.1365,0.0459,0.3511,0.3571,0.0993,30
r1wjqrqbm,1992-10-01,0.3776,0.1653,0.1764,0.1844,0.0913,31
r1wjqrqbm,1992-11-01,0.4671,0.2235,0.1124,0.138,0.0619,30
r1wjqrqbm,1992-12-01,0.5478,0.0814,0.1657,0.1551,0.0451,31
r1wjqrqbm,1993-01-01,0.514,0.1065,0.1997,0.1321,0.0302,31
r1wjqrqbm,1993-02-01,0.4967,0.0594,0.2248,0.1751,0.0379,28
r1wjqrqbm,1993-03-01,0.4573,0.0584,0.236,0.1962,0.0446,31
r1wjqrqbm,1993-04-01,0.4217,0.0631,0.2328,0.2034,0.0733,30
r1wjqrqbm,1993-05-01,0.4192,0.0754,0.2351,0.204,0.0611,31
r1wjqrqbm,1993-06-01,0.3871,0.0793,0.2315,0.2206,0.0743,30
r1wjqrqbm,1993-07-01,0.4302,0.0848,0.2067,0.2019,0.0695,31
r1wjqrqbm,1993-08-01,0.5151,0.0908,0.17,0.1637,0.0548,31
r1wjqrqbm,1993-09-01,0.5987,0.0968,0.1339,0.1261,0.0403,30
r1wjqrqbm,1993-10-01,0.6591,0.1,0.1085,0.1021,0.03,31
r1wjqrqbm,1993-11-01,0.5814,0.0371,0.1513,0.1813,0.0439,30
r1wjqrqbm,1993-12-01,0.4827,0.0343,0.1728,0.2206,0.0793,31
r1wjqrqbm,1994-01-01,0.4383,0.0222,0.2087,0.2588,0.0652,31
r1wjqrqbm,1994-02-01,0.4097,0.012,0.2373,0.2833,0.0513,28
r1wjqrqbm,1994-03-01,0.3678,0.0159,0.2521,0.295,0.0615,31
r1wjqrqbm,1994-04-01,0.2985,0.0237,0.2649,0.3182,0.0842,30
r1wjqrqbm,1994-05-01,0.2321,0.0231,0.2829,0.3622,0.0915,31
r1wjqrqbm,1994-06-01,0.203,0.0276,0.2951,0.3584,0.1064,30
r1wjqrqbm,1994-07-01,0.1728,0.0305,0.2911,0.3854,0.1107,31
r1wjqrqbm,1994-08-01,0.1249,0.0174,0.2464,0.4925,0.1092,31
r1wjqrqbm,1994-09-01,0.0645,0.0027,0.223,0.6097,0.0908,30
r1wjqrqbm,1994-10-01,0.0058,0.0002,0.2504,0.6743,0.0567,31
r1wjqrqbm,1994-11-01,0.0,0.0,0.264,0.6281,0.0972,30
r1wjqrqbm,1994-12-01,0.0,0.0,0.2735,0.556,0.156,31
r1wjqrqbm,1995-01-01,0.0,0.0,0.2494,0.5312,0.204,31
r1wjqrqbm,1995-02-01,0.0,0.0,0.2463,0.5668,0.1746,28
r1wjqrqbm,1995-03-01,0.0,0.0,0.245,0.5705,0.172,31
r1wjqrqbm,1995-04-01,0.0,0.0,0.2521,0.5766,0.1572,30
r1wjqrqbm,1995-05-01,0.0,0.0,0.2835,0.5604,0.1448,31
r1wjqrqbm,1995-06-01,0.0,0.0,0.3145,0.5316,0.1427,30
r1wjqrqbm,1995-07-01,0.0,0.0,0.3264,0.495,0.1536,31
r1wjqrqbm,1995-08-01,0.4402,0.1486,0.1472,0.1329,0.118,31
r1wjqrqbm,1995-09-01,0.5122,0.059,0.1567,0.1894,0.0749,30
r1wjqrqbm,1995-10-01,0.4933,0.031,0.1826,0.2341,0.053,31
r1wjqrqbm,1995-11-01,0.465,0.0133,0.2039,0.2647,0.0469,30
r1wjqrqbm,1995-12-01,0.4179,0.0186,0.2135,0.2615,0.0804,31
r1wjqrqbm,1996-01-01,0.3398,0.0419,0.2711,0.2703,0.0729,31
r1wjqrqbm,1996-02-01,0.2021,0.0477,0.3235,0.3301,0.0861,29
r1wjqrqbm,1996-03-01,0.0625,0.0091,0.3802,0.4474,0.0884,31
r1wjqrqbm,1996-04-01,0.0,0.0016,0.4395,0.4549,0.0902,30
r1wjqrqbm,1996-05-01,0.0,0.0033,0.4357,0.4468,0.1006,31
r1wjqrqbm,1996-06-01,0.0,0.0035,0.4517,0.4337,0.0974,30
r1wjqrqbm,1996-07-01,0.0,0.0037,0.4632,0.4206,0.0943,31
r1wjqrqbm,1996-08-01,0.1068,0.008,0.41,0.3769,0.0862,31
r1wjqrqbm,1996-09-01,0.2274,0.0128,0.3423,0.3295,0.0776,30
r1wjqrqbm,1996-10-01,0.348,0.0176,0.2747,0.2821,0.069,31
r1wjqrqbm,1996-11-01,0.4686,0.0221,0.2071,0.2347,0.0604,30
r1wjqrqbm,1996-12-01,0.4704,0.0141,0.1942,0.2483,0.0662,31
r1wjqrqbm,1997-01-01,0.4083,0.0085,0.219,0.2854,0.0716,31
r1wjqrqbm,1997-02-01,0.3152,0.0216,0.2591,0.3267,0.0649,28
r1wjqrqbm,1997-03-01,0.1486,0.0214,0.3191,0.425,0.0756,31
r1wjqrqbm,1997-04-01,0.0254,0.0049,0.3697,0.4703,0.1116,30
r1wjqrqbm,1997-05-01,0.0082,0.0073,0.4372,0.4442,0.0898,31
r1wjqrqbm,1997-06-01,0.0,0.0095,0.4703,0.4317,0.0751,30
r1wjqrqbm,1997-07-01,0.0,0.0097,0.435,0.4467,0.0933,31
r1wjqrqbm,1997-08-01,0.0,0.0073,0.4301,0.4663,0.0844,31
r1wjqrqbm,1997-09-01,0.0,0.0,0.4151,0.4785,0.0934,30
r1wjqrqbm,1997-10-01,0.0,0.0,0.383,0.4892,0.1143,31
r1wjqrqbm,1997-11-01,0.0,0.0,0.3346,0.5163,0.1339,30
r1wjqrqbm,1997-12-01,0.0,0.0,0.2893,0.5711,0.1271,31
r1wjqrqbm,1998-01-01,0.0,0.0,0.2946,0.5771,0.1163,31
r1wjqrqbm,1998-02-01,0.0,0.0,0.2876,0.5781,0.1228,28
r1wjqrqbm,1998-03-01,0.0,0.0,0.2426,0.6099,0.1316,31
r1wjqrqbm,1998-04-01,0.0,0.0,0.2616,0.5883,0.1381,30
r1wjqrqbm,1998-05-01,0.0,0.0,0.2838,0.5598,0.1447,31
r1wjqrqbm,1998-06-01,0.0,0.0,0.2851,0.5369,0.1678,30
r1wjqrqbm,1998-07-01,0.0,0.0,0.254,0.542,0.1938,31
r1wjqrqbm,1998-08-01,0.0,0.0,0.2243,0.5711,0.1929,31
r1wjqrqbm,1998-09-01,0.0,0.0,0.199,0.5919,0.1959,30
r1wjqrqbm,1998-10-01,0.0,0.0,0.2204,0.5943,0.1728,31
r1wjqrqbm,1998-11-01,0.0,0.0,0.2196,0.5898,0.179,30
r1wjqrqbm,1998-12-01,0.0,0.0,0.2718,0.5441,0.1656,31
r1wjqrqbm,1999-01-01,0.0,0.0,0.2807,0.5493,0.1577,31
r1wjqrqbm,1999-02-01,0.0,0.0,0.2503,0.5598,0.1776,28
r1wjqrqbm,1999-03-01,0.0,0.0,0.2494,0.5745,0.1632,31
r1wjqrqbm,1999-04-01,0.0,0.0,0.2445,0.587,0.1557,30
r1wjqrqbm,1999-05-01,0.0,0.0,0.2706,0.5717,0.1469,31
r1wjqrqbm,1999-06-01,0.0,0.0,0.2796,0.5533,0.1562,30
r1wjqrqbm,1999-07-01,0.0,0.0,0.3085,0.5396,0.1406,31
r1wjqrqbm,1999-08-01,0.0,0.0,0.3036,0.5375,0.1499,31
r1wjqrqbm,1999-09-01,0.0,0.0,0.3458,0.4453,0.1964,30
r1wjqrqbm,1999-10-01,0.0,0.0,0.3102,0.5103,0.1672,31
r1wjqrqbm,1999-11-01,0.0,0.0,0.2779,0.5646,0.1448,30
r1wjqrqbm,1999-12-01,0.0,0.0,0.26,0.5929,0.1351,31
r1wjqrqbm,2000-01-01,0.0,0.0,0.2433,0.5926,0.1523,31
r1wjqrqbm,2000-02-01,0.0,0.0,0.2181,0.6176,0.1524,29
r1wjqrqbm,2000-03-01,0.0,0.0,0.1889,0.63,0.1689,31
r1wjqrqbm,2000-04-01,0.0,0.0,0.2196,0.6091,0.1599,30
r1wjqrqbm,2000-05-01,0.0,0.0,0.3015,0.5626,0.1256,31
r1wjqrqbm,2000-06-01,0.0,0.0,0.3518,0.5204,0.1166,30
r1wjqrqbm,2000-07-01,0.0,0.0,0.4022,0.4957,0.0919,31
r1wjqrqbm,2000-08-01,0.0,0.0,0.407,0.5032,0.0791,31
r1wjqrqbm,2000-09-01,0.0,0.0,0.3899,0.5237,0.0751,30
r1wjqrqbm,2000-10-01,0.0,0.0,0.3452,0.5523,0.0908,31
r1wjqrqbm,2000-11-01,0.0,0.0,0.3005,0.5809,0.1064,30
r1wjqrqbm,2000-12-01,0.0,0.0,0.2606,0.5819,0.1461,31
r1wjqrqbm,2001-01-01,0.0,0.0,0.2485,0.6065,0.133,31
r1wjqrqbm,2001-02-01,0.0,0.0,0.2522,0.6012,0.1313,28
r1wjqrqbm,2001-03-01,0.0,0.0,0.2374,0.6041,0.1458,31
r1wjqrqbm,2001-04-01,0.0,0.0,0.2422,0.5937,0.1517,30
r1wjqrqbm,2001-05-01,0.0,0.0,0.2581,0.573,0.1558,31
r1wjqrqbm,2001-06-01,0.0,0.0,0.2464,0.5747,0.1667,30
r1wjqrqbm,2001-07-01,0.0,0.0,0.2335,0.5769,0.1776,31
r1wjqrqbm,2001-08-01,0.0,0.0,0.2204,0.5791,0.1888,31
r1wjqrqbm,2001-09-01,0.0,0.0,0.2075,0.5812,0.1997,30
r1wjqrqbm,2001-10-01,0.0,0.0,0.1945,0.5834,0.2106,31
r1wjqrqbm,2001-11-01,0.0,0.0,0.1816,0.5855,0.2174,30
r1wjqrqbm,2001-12-01,0.0,0.0,0.1733,0.6361,0.1783,31
r1wjqrqbm,2002-01-01,0.0,0.0,0.1676,0.6392,0.1791,31
r1wjqrqbm,2002-02-01,0.0,0.0,0.1678,0.6844,0.1369,28
r1wjqrqbm,2002-03-01,0.0,0.0,0.1531,0.6553,0.1803,31
r1wjqrqbm,2002-04-01,0.0,0.0,0.1735,0.6249,0.1888,30
r1wjqrqbm,2002-05-01,0.0,0.0,0.2,0.5614,0.2218,31
r1wjqrqbm,2002-06-01,0.0,0.0,0.2985,0.5509,0.139,30
r1wjqrqbm,2002-07-01,0.0,0.0,0.3338,0.5424,0.119,31
r1wjqrqbm,2002-08-01,0.0,0.0,0.2199,0.593,0.1752,31
r1wjqrqbm,2002-09-01,0.0,0.0,0.1398,0.6037,0.2444,30
